"responseid","startdate","enddate","agegroup","state","area","edu","race","income","marstatus","armedforces","lbgtq","howhear","howheartext","yeargrad","whyattend","everrun","everwon","officeran","soughtreceivedappointed","soughtappointedtext","activeparty","commuting","famcaring","volunteering","workinggov","workingeve","workingweekend","workingotherjob","constitserv","fundraising","polevents","occupation","employed","employedtext","employedlead","hhexpenses","children","childage","distance","whyseek","whynotseek","discrimclass","discrimgender","discrimsexorient","discrimrace","needraisemoney","negadvertising","campaigndiff","officediff","timefam","worklife","fearlose","privacy","loseincome","fearnotseriousvoters","fearnotseriouscolleagues","fearnotseriousparty","biggestchall","planrunfuture","whenplanrun","whathelpemerge","menopps","solves","exciting","certaintype","certaintypetext","openseat","multiseat","manyrun","endorsementincumb","endorsementother","nowomanheld","communitystruggle","appointment","n","white","ran","won","areas","breadwinner","plan","planrun","yearstorun","runyearsfromgrad","aggressivecand","aggressivelead","assertivecand","assertivelead","calmcand","calmlead","compassionatecand","compassionatelead","decisivecand","decisivelead","goodnegcand","goodneglead","honestcand","honestlead","indepcand","indeplead","knowledgecand","knowledgelead","leadabilitiescand","leadabilitieslead","nurturingcand","nurturinglead","sensitivecand","sensitivelead","aggressivediff","assertivediff","calmdiff","compassionatediff","decisivediff","goodnegdiff","honestdiff","indepdiff","knowledgediff","leadabilitiesdiff","nurturingdiff","sensitivediff","emergestate","reasons","_Irace_2","_Irace_3","_Irace_4","_Irace_5","_Irace_6","_Irace_7","_Irace_8","_Ilbgtq_2","_Ilbgtq_3","_Iarea_2","_Iarea_3","_Istate_2","_Istate_3","_Istate_4","_Istate_5","_Istate_6","_Istate_7","_Istate_8","_Istate_9","_Istate_10","_Istate_11","_Istate_12","_Istate_13","_Istate_14","_Istate_15","_Istate_16","_Istate_17","_Istate_18","_Istate_19","_Istate_20","_Istate_21","_Istate_22","_Istate_23","_Istate_24","_Imarstatus_2","_Imarstatus_3","_Imarstatus_4","_Imarstatus_5","_Imarstatus_6","_Imarstatus_7","rentown","_merge","office","sheriff","clerk","mayor","coroner","alderman","judge","council","da","board","freeholder","school","commission","congress","governor","party","legisl","citymisc","city","county","state.o","natl","offs","lvls","singlehh","job","inc","binincome","eth","activedem","educ","vet","renter","lgbt","kids","psychindex"
"R_2U4NMP90JW4yoNI","6/11/16 13:25","6/11/16 13:29",4,"Kentucky","Suburban",3,"White/Caucasian",9,"Married","No","No","Friend/Family","",2011,"Wasn't sure about running for office but liked the program and/or the idea of leadership training","Yes","No","U.S.Congress","No, I haven't sought appointive office","","Yes, very active",2,3,2,1,2,2,4,1,2,2,"Education","Yes, full-time","","Yes, high-level leadership or management",4,"Yes",12,4,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Haven't sought",1,1,1,0,2,1,"",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kentucky",5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"u.s.congress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0,1,1,1,0,1,1,5,"White",3,0.25,0,0,0,1,0
"R_2U4PHaxGX29GC6A","5/27/16 5:56","5/27/16 7:52",2,"New Jersey","Suburban",5,"White/Caucasian",9,"Married","No","No","Emerge organizer","",2016,"Had previously run for or held office and wanted to improve my next campaign","Yes","No","Town Council","Yes, I sought an appointive office and received the appointment","PTA President (does this count?)","Yes, somewhat active",4,3,2,1,2,2,1,1,2,2,"Paralegal","Yes, full-time","","No",3,"Yes",9,7,"I see my town sliding into depression and obscurity. My ward (the most socioeconomically and racially diverse in the town) in particular is disenfranchised with a lack of services and empty storefronts.  We suffer from an absentee councilman an","",0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,"The biggest challenge for me was securing others to help with phone banking, etc. Most of my friends are mothers as well so every contact that was made by the voter was done by me and me alone.","Yes","2019","This question is awkwardly phrased.  If I understand it correctly, then: N/A I am already likely to run.",4,3,4,4,"In order to succeed in politics as a woman, you have to be impervious to others casting aspersions about you based on your gender. You have to be mentally tough without becoming rigid.",5,3,2,4,4,3,4,"Yes, received",1,1,1,0,2,1,"2019",2019,3,3,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,-1,0,-1,0,0,-1,-1,-1,0,0,0,"New Jersey",3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"town council",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,2,1,0,1,1,5,"White",2,0.5,0,0,0,1,0.3125
"R_2UchvwJIvDbfD6Y","5/6/16 22:00","5/7/16 0:28",5,"New Mexico","Urban",6,"White/Caucasian",9,"Married","No","No","Emerge organizer","",2013,"Had previously run for or held office and wanted to improve my next campaign","Yes","No","State Representative","Yes, I sought an appointive office and received the appointment","Planning and Zoning Commission","Yes, very active",1,1,3,2,1,1,1,2,4,4,"Retired","No, retired","","",0,"Yes",33,9,"I helped pass legislation in the early 90's to successfully reduce DWI's in NM, was an activist for Healthcare reform as MoveOn area coordinator, and helped Obama campaign in 2008.  When I was asked to run, I said yes!","",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Dark money that came in for TV ads, full page newspaper ads and radio with false allegations of corruption!","Yes","2016","Their great support, networking and even help with canvassing or phone banking.",5,5,5,1,"",3,3,3,3,3,4,5,"Yes, received",1,1,1,0,3,NA,"2016",2016,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"New Mexico",3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"state representative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,1,0,1,1,0,0,1,5,"White",3,0.625,0,0,0,1,0.125
"R_2UgwYYWQw6c0NK0","5/27/16 5:52","5/27/16 6:54",5,"Kentucky","Suburban",5,"White/Caucasian",2,"Separated","No","Yes","Emerge alum","",2010,"Wasn't sure about running for office but liked the program and/or the idea of leadership training","Yes","No","Magistrate (County Local Official)","No, I haven't sought appointive office","","Yes, somewhat active",2,3,2,1,1,1,3,1,1,2,"Unemployed","No, other (please explain):","I am unemployed looking for a job.","",0,"Yes",33,9,"I have not decided to seek office. When going through the Emerge Training I wanted to run for the School Board locally, but have never moved toward the commitment.","",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,"The largest challenge I faced when I ran for the Magistrate (2002) was the lack of knowledge and understanding to do to run my race. I just placed my name on the ballot and went door to door to talk to people. I lost the race by 30 votes.","No","","Emerge could allow me or other alumni to sit through another session of training to provide support. I also believe that Emerge Alumni who complete the training and classes, if they decide not to run for office, have the skills and leadership t",5,5,5,5,"Even though I completed the Emerge Program, does not mean that I am not capable of working in other ways to provide my experience and skills to work in another capacity of politics. The program provided me with the skills and hands on experienc",4,5,5,5,5,1,1,"Haven't sought",1,1,1,0,2,NA,"",NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Kentucky",5,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Own",3,"magistrate (county local official)",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,2,1,0,0.125,1,"White",2,0.5,0,0,1,1,0.25
"R_2uOtYyT6Irfr4zq","5/13/16 4:01","5/13/16 4:20",2,"Wisconsin","Suburban",8,"White/Caucasian",7,"Married","No","No","Emerge alum","",2015,"Was considering running for office and wanted to learn more about it","No","","","Yes, I sought an appointive office and received the appointment","Bike and Pedestrian Committee member","No, not active",2,3,2,3,4,2,1,3,2,1,"Executive Director","Yes, full-time","","Yes, high-level leadership or management",2,"No",NA,9,"I haven't yet sought an elected office, and never really sought the appointed office - being on that committee is a requirement of my job. I've considered running for elected office because I like to believe I could change some policies that wo","",0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,"","Yes","I haven't thought about it that much yet","I haven't decided when I'd run because two things need to line up: 1) the race would have to fit my personality and skill set, meaning I would seek a more local office so I'd feel comfortable on my knowledge base of the issues, and 2) the race",5,4,5,5,"It's a type of person more than it is a type of woman. I think that a person has to have a combination of confidence, charisma, optimism, strategy, and a strong ability to forget or overlook the negative. Letting things roll off your back and n",4,3,3,4,4,3,5,"Yes, received",1,1,0,NA,2,0,"",NA,NA,NA,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,-1,0,0,0,0,"Wisconsin",4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0.75,4,"White",0,0.875,0,0,0,0,0.5
"R_2uvKnodLgfjVqMC","6/11/16 14:43","6/11/16 18:55",3,"Virginia","Suburban",5,"White/Caucasian",4,"Married","No","No","Colleague","",2014,"Had previously run for or held office and wanted to improve my next campaign","Yes","No","House of Delegates","No, I haven't sought appointive office","","Yes, very active",1,3,3,1,2,3,2,1,3,3,"Company COO","Yes, full-time","","Yes, high-level leadership or management",1,"Yes",14,9,"Because my current delegate is an anti choice, anti gay, anti Medicaid expansion, republican bigot.","",0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,"Incumbent advantage","Yes","2019","N/A",5,5,5,3,"",5,4,3,4,3,3,4,"Haven't sought",1,1,1,0,2,0,"2019",2019,3,5,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,"Virginia",3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"Own",3,"house of delegates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,1,1,0,2,2,0,1,0.375,2,"White",3,0.5,0,0,0,1,0.3125
"R_2uyQFOeaN6W7WlQ","5/11/16 7:56","5/11/16 8:05",2,"Maryland","Suburban",8,"African American",9,"Divorced","No","No","Emerge organizer","",2014,"Had decided to run for office and wanted to learn tools and tricks of the trade","Yes","Yes","House of Delegates","Yes, I sought an appointive office but didn't receive the appointment","House of Delegates","Yes, somewhat active",3,4,3,4,4,4,4,4,2,4,"Legislative Counsel","Yes, full-time","","Yes, mid-level leadership or management",4,"Yes",3,2,"I felt my voice was needed at the table.","",1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,"Fundraising","Yes","2016","Help broaden fundraising network",5,4,5,5," but not be too offensive. Its a constant battle. I also think there are different ways to be successful. So its not just one type of woman but its a certain type of woman and also deciding what you want to be will determine your level of succe",4,3,3,3,3,4,5,"Yes, didn't receive",1,0,1,1,2,1,"2016",2016,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Maryland",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rent",3,"house of delegates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,1,1,0,2,2,1,1,1,5,"Black",2,0.875,0,1,0,1,0.875
"R_2v2CaaAeBzxj6fk","6/12/16 6:27","6/12/16 6:38",3,"Virginia","Suburban",4,"African American",9,"Married","Yes","No","Friend/Family","",2016,"Had decided to run for office and wanted to learn tools and tricks of the trade","Yes","No","City Council","No, I haven't sought appointive office","","Yes, somewhat active",2,2,4,1,2,1,2,3,3,3,"Corporate loans/finance","Yes, full-time","","Yes, mid-level leadership or management",2,"Yes",17,8,"Voices like me and around me not represented","",0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,"Getting the community engaged.","Yes","2018","Tools learned have enabled me to run a more effective race",5,4,5,1,"",5,4,4,4,4,5,5,"Haven't sought",1,0,1,0,2,0,"2018",2018,2,2,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,"Virginia",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"Own",3,"city council",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,1,1,5,"Black",2,0.375,1,0,0,1,0.3125
"R_2V7QGd2YQYLm2Z7","5/7/16 7:13","5/7/16 8:20",4,"Nevada","Urban",4,"White/Caucasian",8,"Married","No","No","Emerge alum","",2011,"Was considering running for office and wanted to learn more about it","Yes","Yes","State Democratic Party Secretary","Yes, I sought an appointive office and received the appointment","Clark County Business Development Advisory Council","Yes, very active",3,1,4,2,3,4,1,3,3,4,"Retired clinical research consultant","No, retired","","",0,"Yes",27,9,"To give a voice to progressive values and be of service to my community.","",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,"Currently running for office right now and am shocked by the level of hostility and lies thrown against me by my own Democratic brothers and sisters and even some Emerge alumnae who actually recruited another Emerge alumna to run against me.","Yes","2016","None. I am a motivated person.",5,4,1,5,"Have to be tough as nails on the inside but never let it show on the outside. You have to look confident and capable but simultaneously warm and approachable and like everyone's mother. If you're overly confident you'll be seen as a bitch. You",4,3,2,4,4,4,5,"Yes, received",1,1,1,1,3,NA,"2016",2016,0,5,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,-1,0,0,0,-1,0,0,-1,-1,1,0,"Nevada",4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Rent",3,"state democratic party secretary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,1,0,1,1,0,0,0.875,4,"White",3,0.375,0,1,0,1,0.3125
"R_2v7wyKQj9o6Sq2N","7/25/16 12:02","7/25/16 12:39",3,"New Mexico","Urban",6,"Hispanic/Latino",5,"Living with a partner","No","Yes","Friend/Family","",2011,"Wasn't sure about running for office but liked the program and/or the idea of leadership training","No","","","No, I haven't sought appointive office","","Yes, somewhat active",3,2,3,4,3,2,1,3,3,2,"Social work","Yes, full-time","","Yes, high-level leadership or management",4,"Yes",21,6,"","My job. I cannot hold public office because I am a state government employee and the Hatch Act (at least that is what I am told by my employer). Also, legislative positions are not paid positions in my state.  I cannot afford to take a leave of",0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,"","Yes","2024","Locating a campaign manager.",5,4,5,4,"Strong willed and an independent thinker. Able to wade through sexual harassment and hostility.",5,3,2,4,4,3,5,"Haven't sought",1,0,0,NA,3,1,"2024",2024,8,13,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,"New Mexico",5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0.5,3,"Latinx",2,0.625,0,0,1,1,0.4375
"R_2V9kd4oBrn4V4SW","6/11/16 17:19","6/11/16 17:28",3,"Oregon","Urban",8,"White/Caucasian",9,"Married","No","No","Emerge organizer","",2008,"Wasn't sure about running for office but liked the program and/or the idea of leadership training","Yes","Yes","State representative","No, I haven't sought appointive office","","Yes, a little active",3,2,2,2,3,3,4,2,4,3,"Lawyer","No, other (please explain):","As caucus leader, I am employed by our PAC to run our races","",0,"No",NA,5,"To work on issues in education and poverty","",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"Losing income both during campaign and while serving (legislative pay is about $24000 per year)","Yes","2016","I am already running.",5,5,5,2,"",5,3,3,4,5,4,4,"Haven't sought",1,1,1,1,3,NA,"2016",2016,0,8,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,-1,0,0,1,1,1,0,-1,0,0,0,"Oregon",5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"state representative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,1,0,1,1,0,0,1,5,"White",1,0.875,0,0,0,0,0.1875
"R_2VeAFcK85SObx2R","7/27/16 10:47","7/27/16 11:16",3,"Oregon","Urban",5,"Hispanic/Latino",9,"Married","No","No","Email announcement","",2012,"Had decided to run for office and wanted to learn tools and tricks of the trade","Yes","Yes","State Representative, County Commissioner","No, I haven't sought appointive office","","Yes, somewhat active",3,4,4,2,2,2,1,3,3,2,"State Representative","Yes, part-time","","Yes, mid-level leadership or management",1,"Yes",6,5,"The district I represent is one of the most diverse in the state and needed someone in office who could be a champion on issues like equity and policies that support women and working families. I wanted to make sure my community had a strong vo","",0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,"Fundraising","Yes","2020"," workshop for already elected women on expanding your fundraising network and promoting the work you've done.",3,2,5,4,"You have to be hard-working, organized, determined, forthright, friendly, and know exactly what you're after whether it's a elected office, an amount of money, a vote commitment, or an endorsement.",5,3,3,4,5,5,5,"Haven't sought",1,0,1,1,3,0,"2020",2020,4,8,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Oregon",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"state representative, county commissioner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,1,0,2,3,0,0,1,5,"Latinx",2,0.5,0,0,0,1,0.5
"R_2VgyEe12QwjlobZ","5/8/16 5:51","5/8/16 6:07",5,"Kentucky","Suburban",6,"White/Caucasian",9,"Married","No","No","Friend/Family","",2016,"Had decided to run for office and wanted to learn tools and tricks of the trade","No","","","Yes, I sought an appointive office and received the appointment","State Dept of Ag farm to food bank, university senate and committee","Yes, a little active",2,3,3,2,2,2,1,2,1,2,"Extension Specialist","Yes, full-time","","Yes, mid-level leadership or management",1,"Yes",28,3,"No one has opposed current representative, he has very different views, and he has done nothing","",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"","Yes","2016","Provided experts to advise and network opportunities with key leaders in state",3,3,3,5,"You need to have s reason other than personal gain, have to be involved in community prior, prepared to give it you all",2,4,2,4,4,3,4,"Yes, received",1,1,0,NA,2,0,"2016",2016,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,-1,0,0,0,0,0,1,0,0,0,"Kentucky",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,5,"White",1,0.625,0,0,0,1,0.125
"R_2vijTSFoBypXgeJ","6/12/16 4:49","6/12/16 4:57",1,"Vermont","Urban",6,"White/Caucasian",3,"Living with a partner","No","No","Friend/Family","",2016,"Was considering running for office and wanted to learn more about it","No","","","No, I haven't sought appointive office","","No, not active",2,1,3,4,2,1,1,1,1,2,"Urban Planner","Yes, full-time","","No",2,"No",NA,3,"","I work as a public employee currently and am forbidden by organization policies.  /",0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,"","Yes","I haven't thought about it that much yet","My main barrier is my current job, which isn't something Emerge can help with.",5,4,5,4,"Tough skin, confident and strong willed.",4,3,2,5,4,4,5,"Haven't sought",1,1,0,NA,3,0,"",NA,NA,NA,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,-1,1,0,0,0,0,0,0,0,0,"Vermont",4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Rent",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0.25,2,"White",0,0.625,0,1,0,0,0.3125
"R_2VmzuNHGlnDJvjn","5/28/16 7:03","6/11/16 12:54",5,"New Mexico","Suburban",8,"White/Caucasian",9,"Married","No","No","Other (please specify)","An Emerge employee was at a seminar for Attys interested in running for judge",2013,"Had previously run for or held office and wanted to improve my next campaign","Yes","Yes","District Court (trial) Judge","Yes, I sought an appointive office and received the appointment","District Court Judge","No, not active",2,3,1,4,2,2,1,1,1,1,"Judge","Yes, full-time","","Yes, high-level leadership or management",2,"Yes",25,1,"It was the right time in my life as my children, parents and grandchild were all stable and my husband was a rock of support. And I wanted to be a District Court Judge","",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"I mounted a strong campaign as soon as I was appointed; I ran uncontested!","No","","None as I am happy in my position as District Ciurt Judge",3,3,4,5,"Self confident with excellent people skills",3,3,3,4,3,3,3,"Yes, received",1,1,1,1,2,0,"",NA,NA,NA,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,-1,0,0,0,0,1,0,0,0,0,"New Mexico",3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"district court (trial) judge",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,1,1,5,"White",0,0.875,0,0,0,1,0.125
"R_2Vt1uWwTmx7D3Ks","5/6/16 21:11","5/6/16 21:18",1,"Wisconsin","Suburban",6,"White/Caucasian",9,"Living with a partner","No","No","Friend/Family","",2011,"Was considering running for office and wanted to learn more about it","No","","","No, I haven't sought appointive office","","Yes, very active",4,2,2,1,4,2,2,1,1,1,"Paychology","Yes, part-time","","Yes, high-level leadership or management",3,"No",NA,8,"","Unable to take time off of work and I need an income.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","Yes","2020","Help raising money.",4,5,5,5,"You have to be a bitch, but have a face that people find personable.",3,3,3,4,4,5,5,"Haven't sought",1,1,0,NA,2,1,"2020",2020,4,9,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,-1,0,1,-1,0,0,0,0,0,0,0,0,"Wisconsin",4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,5,"White",3,0.625,0,0,0,0,0.0625
"R_2VycYVKEJI8d2zi","5/6/16 20:43","5/6/16 20:58",2,"Massachusetts","Urban",6,"White/Caucasian",9,"Single","No","No","Emerge organizer","",2010,"Had decided to run for office and wanted to learn tools and tricks of the trade","No","","","No, I haven't sought appointive office","","Yes, a little active",1,2,3,2,4,3,2,1,4,3,"National nonprofit Executive Director","Yes, full-time","","Yes, high-level leadership or management",4,"No",NA,1,"","Had 2 opportunities to run for state office and most likely would have won both times. Could not run either time because I did not have the financial ability to quit or take leave from my day job and support myself during a campaign due to 10 y",0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,"","Yes","2020","Finding ways to support candidates' personal finances during their campaigns. Also, have continuing education for alumnae.",5,5,5,5,"The bottom line is that you have to be able to withstand horrible thingsnbeing said about you. If you can survive that, you can succeed in politics.",5,2,2,4,4,5,5,"Haven't sought",1,1,0,NA,3,1,"2020",2020,4,10,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,"Massachusetts",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Rent",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,5,"White",1,0.625,0,1,0,0,0.25
"R_2WG8Y4AiXmOYkOf","6/1/16 12:51","6/1/16 13:39",2,"District of Columbia","Urban",6,"White/Caucasian",6,"Single","No","No","Emerge alum","",2010,"Wasn't sure about running for office but liked the program and/or the idea of leadership training","No","","","No, I haven't sought appointive office","","Yes, somewhat active",4,2,2,1,2,2,1,2,1,2,"National grassroots strategist for a non-profit","Yes, full-time","","Yes, mid-level leadership or management",4,"No",NA,2,"","I enjoy working on campaigns, so I went through the program not because I was necessarily planning to run for office, but because I wanted to be better equip to help those campaigns (in the areas I hadn't managed before).",0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,"","No","","Network of fundraising for local candidates-",5,5,5,3,"",5,5,2,5,4,4,5,"Haven't sought",1,1,0,NA,3,1,"",NA,NA,NA,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,-1,0,0,-1,-1,-1,0,0,"Nevada",5,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Rent",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0.625,3,"White",2,0.625,0,1,0,0,0.375
